Station Offset to Points Report,,,,
,,,,
Client:,Prepared by:,,,
Client,Preparer,,,
Client Company,Your Company Name,,,
Address 1,123 Main Street,,,
Date: 7/6/2024 8:45:25 AM,,,,
,,,,
,,,,
Alignment Name: massir asli d10,,,,
Description:,,,,
"Station Range: Start: 0+000.00, End: 21+556.62",,,,
,,,,
Point,Station,Offset,Elevation,Description
2385,18+359.95,7.469m,"1,204.841m",
2386,18+359.99,8.336m,"1,204.792m",
2387,18+360.00,8.882m,"1,204.827m",
2388,18+359.98,10.178m,"1,204.920m",
2389,18+359.99,11.067m,"1,204.977m",
2390,18+360.05,11.526m,"1,204.817m",
2391,18+360.01,12.592m,"1,204.885m",
2392,18+359.99,13.934m,"1,204.814m",
2393,18+359.99,14.957m,"1,204.757m",
2394,18+340.05,-14.958m,"1,204.720m",
2395,18+339.91,-13.807m,"1,204.679m",
2396,18+340.01,-13.300m,"1,204.720m",
2397,18+339.99,-11.527m,"1,204.846m",
2398,18+340.04,-10.635m,"1,204.830m",
2399,18+340.08,-9.768m,"1,204.766m",
2400,18+339.99,-8.705m,"1,204.712m",
2401,18+340.02,-7.155m,"1,204.596m",
2402,18+340.13,-6.352m,"1,204.560m",
2403,18+339.91,-5.433m,"1,204.551m",
2404,18+339.97,-4.291m,"1,204.557m",
2405,18+340.04,-3.195m,"1,204.505m",
2406,18+339.95,-1.880m,"1,204.477m",
2407,18+340.00,0.080m,"1,204.285m",
2408,18+340.05,1.062m,"1,204.244m",
2409,18+339.98,1.808m,"1,204.244m",
2410,18+340.02,3.653m,"1,204.255m",
2411,18+340.05,5.339m,"1,204.256m",
2412,18+339.99,6.496m,"1,204.173m",
2413,18+340.05,8.366m,"1,204.236m",
2414,18+340.00,9.865m,"1,204.248m",
2415,18+340.07,11.644m,"1,204.190m",
2416,18+339.91,12.976m,"1,204.143m",
2417,18+339.98,15.007m,"1,204.088m",
2418,18+320.01,-15.035m,"1,203.850m",
2419,18+320.03,-11.852m,"1,203.783m",
2420,18+319.99,-8.991m,"1,203.624m",
2421,18+319.98,-6.592m,"1,203.888m",
2422,18+320.02,-4.131m,"1,203.804m",
2423,18+320.04,-2.626m,"1,203.768m",
2424,18+319.82,-1.136m,"1,203.738m",
2425,18+319.94,0.116m,"1,203.788m",
2426,18+319.83,1.843m,"1,203.736m",
2427,18+320.05,2.957m,"1,203.661m",
2428,18+319.99,4.255m,"1,203.650m",
2429,18+319.95,5.814m,"1,203.681m",
2430,18+319.99,6.973m,"1,203.628m",
2431,18+320.06,9.407m,"1,203.460m",
2432,18+320.08,10.478m,"1,203.376m",
2433,18+320.07,11.519m,"1,203.310m",
2434,18+320.03,13.020m,"1,203.227m",
2435,18+319.98,14.260m,"1,203.139m",
2436,18+319.95,15.039m,"1,203.281m",
2437,18+299.95,-14.889m,"1,202.746m",
2438,18+300.05,-13.563m,"1,202.914m",
2439,18+300.01,-11.859m,"1,202.903m",
2440,18+300.02,-10.333m,"1,202.816m",
2441,18+300.07,-8.373m,"1,202.948m",
2442,18+300.02,-6.784m,"1,202.941m",
2443,18+300.04,-5.007m,"1,203.045m",
2444,18+300.01,-3.144m,"1,202.919m",
2445,18+299.97,-1.576m,"1,202.773m",
2446,18+300.05,0.023m,"1,202.496m",
2447,18+299.95,1.222m,"1,202.563m",
2448,18+300.00,3.182m,"1,202.479m",
2449,18+300.09,5.373m,"1,202.613m",
2450,18+299.98,7.732m,"1,202.579m",
2451,18+300.06,9.626m,"1,202.578m",
2452,18+300.04,10.922m,"1,202.552m",
2453,18+300.07,12.563m,"1,202.512m",
2454,18+299.96,14.922m,"1,202.295m",
2455,18+279.96,-14.874m,"1,201.604m",
2456,18+280.04,-11.917m,"1,201.627m",
2457,18+279.87,-9.397m,"1,201.502m",
2458,18+280.12,-5.509m,"1,201.489m",
2459,18+279.97,-3.869m,"1,201.424m",
2460,18+280.04,-2.561m,"1,201.473m",
2461,18+280.03,-0.031m,"1,201.437m",
2462,18+279.90,2.529m,"1,201.324m",
2463,18+280.07,4.611m,"1,201.251m",
2464,18+280.03,6.947m,"1,201.283m",
2465,18+280.01,8.480m,"1,201.263m",
2466,18+280.03,9.900m,"1,201.223m",
2467,18+280.09,11.284m,"1,201.369m",
2468,18+279.85,12.649m,"1,201.015m",
2469,18+279.93,14.955m,"1,201.240m",
2470,18+259.97,-14.949m,"1,200.685m",
2471,18+259.92,-12.384m,"1,200.614m",
2472,18+259.92,-10.734m,"1,200.777m",
2473,18+259.78,-7.446m,"1,200.750m",
2474,18+259.95,-4.712m,"1,200.772m",
2475,18+259.83,-2.304m,"1,200.769m",
2476,18+260.06,0.088m,"1,200.719m",
2477,18+259.94,1.921m,"1,200.614m",
2478,18+260.04,4.420m,"1,200.390m",
2479,18+260.01,7.255m,"1,200.569m",
2480,18+260.07,9.866m,"1,200.561m",
2481,18+260.03,11.704m,"1,200.342m",
2482,18+259.99,14.692m,"1,200.333m",
2483,18+239.96,-15.013m,"1,199.648m",
2484,18+239.93,-13.054m,"1,199.742m",
2485,18+239.88,-11.367m,"1,199.710m",
2486,18+239.95,-9.281m,"1,199.737m",
2487,18+240.02,-7.527m,"1,199.738m",
2488,18+240.05,-5.292m,"1,199.747m",
2489,18+240.01,-3.273m,"1,199.792m",
2490,18+239.97,-1.707m,"1,199.779m",
2491,18+239.92,0.039m,"1,199.660m",
2492,18+239.94,1.549m,"1,199.598m",
2493,18+239.82,2.446m,"1,199.481m",
2494,18+240.10,3.731m,"1,199.616m",
2495,18+240.04,5.598m,"1,199.659m",
2496,18+240.04,8.314m,"1,199.667m",
2497,18+240.05,9.491m,"1,199.643m",
2498,18+239.99,10.513m,"1,199.619m",
2499,18+239.99,12.715m,"1,199.593m",
2500,18+240.06,14.922m,"1,199.598m",
2501,18+220.01,-14.993m,"1,198.935m",
2502,18+219.93,-12.621m,"1,198.884m",
2503,18+219.98,-9.857m,"1,198.805m",
2504,18+220.10,-7.663m,"1,198.742m",
2505,18+219.92,-6.065m,"1,198.668m",
2506,18+219.95,-4.797m,"1,198.613m",
2507,18+220.09,-3.907m,"1,198.621m",
2508,18+219.92,-1.886m,"1,198.618m",
2509,18+220.02,0.115m,"1,198.647m",
2510,18+219.81,2.096m,"1,198.730m",
2511,18+219.90,3.597m,"1,198.647m",
2512,18+220.11,5.067m,"1,198.740m",
2513,18+220.06,6.483m,"1,198.719m",
2514,18+219.93,7.817m,"1,198.642m",
2515,18+220.02,10.046m,"1,198.742m",
2516,18+220.05,11.888m,"1,198.713m",
2517,18+220.12,13.848m,"1,198.771m",
2518,18+219.88,15.060m,"1,198.775m",
2519,18+210.43,-7.668m,"1,198.525m",
2520,18+211.00,-6.243m,"1,198.516m",
2521,18+211.08,-4.669m,"1,198.385m",
2522,18+210.44,-1.845m,"1,198.186m",
2523,18+210.35,0.050m,"1,198.061m",
2524,18+210.41,2.889m,"1,197.994m",
2525,18+210.61,5.317m,"1,198.022m",
2526,18+210.63,6.886m,"1,198.093m",
2527,18+210.20,8.397m,"1,198.326m",
2528,18+209.91,10.460m,"1,198.442m",
2529,18+209.85,12.779m,"1,198.220m",
2530,18+209.36,14.738m,"1,198.275m",
2531,18+210.98,-8.249m,"1,198.522m",
2532,18+211.00,-10.734m,"1,198.553m",
2533,18+211.11,-12.383m,"1,198.551m",
2534,18+210.62,-16.070m,"1,198.491m",
2535,18+200.02,-14.925m,"1,197.971m",
2536,18+199.99,-12.634m,"1,197.976m",
2537,18+199.96,-9.378m,"1,198.007m",
2538,18+200.00,-6.237m,"1,198.055m",
2539,18+199.94,-4.491m,"1,198.070m",
2540,18+199.88,-2.232m,"1,197.978m",
2541,18+199.95,0.034m,"1,197.782m",
2542,18+200.04,1.881m,"1,197.811m",
2543,18+199.95,5.586m,"1,197.746m",
2544,18+199.89,7.000m,"1,197.514m",
2545,18+199.96,7.276m,"1,197.324m",
2546,18+199.93,8.209m,"1,197.379m",
2547,18+200.05,10.873m,"1,197.870m",
2548,18+200.00,13.132m,"1,197.895m",
2549,18+199.94,14.998m,"1,197.841m",
2550,18+179.98,-14.941m,"1,197.291m",
2551,18+179.96,-12.334m,"1,197.314m",
2552,18+179.91,-9.769m,"1,197.322m",
2553,18+179.83,-9.199m,"1,197.295m",
2554,18+179.90,-8.542m,"1,197.253m",
2555,18+179.89,-7.661m,"1,197.231m",
2556,18+179.84,-6.322m,"1,197.174m",
2557,18+180.02,-4.394m,"1,197.077m",
2558,18+180.02,-2.744m,"1,197.058m",
2559,18+179.92,-1.140m,"1,197.027m",
2560,18+180.00,-0.062m,"1,197.036m",
2561,18+179.83,1.959m,"1,197.040m",
2562,18+180.05,3.930m,"1,196.928m",
2563,18+179.81,5.869m,"1,196.735m",
2564,18+179.95,7.182m,"1,196.717m",
2565,18+179.87,8.480m,"1,196.828m",
2566,18+179.92,9.366m,"1,196.670m",
2567,18+179.91,10.170m,"1,196.662m",
2568,18+179.82,10.893m,"1,196.487m",
2569,18+180.00,12.323m,"1,196.688m",
2570,18+179.96,14.736m,"1,196.914m",
2571,18+159.95,-15.146m,"1,196.676m",
2572,18+159.94,-12.693m,"1,196.319m",
2573,18+159.94,-10.890m,"1,196.437m",
2574,18+159.96,-8.819m,"1,196.449m",
2575,18+160.04,-6.513m,"1,196.388m",
2576,18+160.06,-4.594m,"1,196.371m",
2577,18+160.10,-3.326m,"1,196.331m",
2578,18+160.04,-2.487m,"1,196.235m",
2579,18+159.95,0.039m,"1,196.074m",
2580,18+160.09,0.929m,"1,196.015m",
2581,18+160.19,3.428m,"1,196.130m",
2582,18+160.04,4.493m,"1,196.249m",
2583,18+160.12,6.223m,"1,196.223m",
2584,18+159.91,7.704m,"1,196.128m",
2585,18+159.87,9.542m,"1,196.059m",
2586,18+160.00,11.659m,"1,195.890m",
2587,18+159.79,13.065m,"1,195.794m",
2588,18+159.90,14.913m,"1,195.840m",
2589,18+140.03,-15.004m,"1,195.429m",
2590,18+140.03,-14.552m,"1,195.378m",
2591,18+139.95,-12.445m,"1,195.467m",
2592,18+140.11,-11.228m,"1,195.441m",
2593,18+139.91,-10.366m,"1,195.507m",
2594,18+139.90,-9.854m,"1,195.481m",
2595,18+139.91,-9.129m,"1,195.468m",
2596,18+139.93,-6.986m,"1,195.450m",
2597,18+140.04,-4.987m,"1,195.383m",
2598,18+140.02,-3.329m,"1,195.471m",
2599,18+139.97,-1.251m,"1,195.433m",
2600,18+139.98,-0.013m,"1,195.423m",
2601,18+139.99,1.797m,"1,195.402m",
2602,18+139.99,3.095m,"1,195.338m",
2603,18+140.00,3.820m,"1,195.282m",
2604,18+139.96,4.933m,"1,195.283m",
2605,18+139.99,6.836m,"1,195.278m",
2606,18+139.91,8.550m,"1,195.196m",
2607,18+140.13,10.164m,"1,195.069m",
2608,18+140.03,12.179m,"1,194.950m",
2609,18+140.07,13.508m,"1,195.041m",
2610,18+139.91,14.886m,"1,195.078m",
2611,18+119.90,-14.850m,"1,194.517m",
2612,18+120.23,-11.758m,"1,194.597m",
2613,18+119.93,-10.122m,"1,194.567m",
2614,18+120.07,-7.774m,"1,194.518m",
2615,18+120.13,-5.723m,"1,194.680m",
2616,18+119.89,-3.594m,"1,194.657m",
2617,18+119.93,-1.983m,"1,194.529m",
2618,18+119.99,0.068m,"1,194.350m",
2619,18+119.94,1.575m,"1,194.456m",
2620,18+120.10,2.901m,"1,194.430m",
2621,18+120.00,3.723m,"1,194.482m",
2622,18+119.87,6.395m,"1,194.445m",
2623,18+119.90,9.662m,"1,194.403m",
2624,18+120.01,12.496m,"1,194.366m",
2625,18+119.75,13.453m,"1,194.047m",
2626,18+120.09,14.255m,"1,193.998m",
2627,18+119.95,14.928m,"1,194.066m",
2628,18+100.08,-15.054m,"1,194.083m",
2629,18+099.96,-13.307m,"1,193.951m",
2630,18+100.02,-11.890m,"1,193.860m",
2631,18+099.91,-10.241m,"1,193.835m",
2632,18+099.67,-9.574m,"1,193.904m",
2633,18+099.87,-8.927m,"1,193.675m",
2634,18+100.00,-7.944m,"1,193.684m",
2635,18+100.05,-7.258m,"1,193.676m",
2636,18+100.14,-6.327m,"1,193.731m",
2637,18+099.96,-5.071m,"1,193.705m",
2638,18+099.94,-4.049m,"1,193.696m",
2639,18+099.91,-2.833m,"1,193.700m",
2640,18+099.99,-1.804m,"1,193.707m",
2641,18+099.97,0.046m,"1,193.672m",
2642,18+100.03,0.635m,"1,193.574m",
2643,18+100.02,2.194m,"1,193.467m",
2644,18+099.92,3.015m,"1,193.598m",
2645,18+099.97,3.798m,"1,193.640m",
2646,18+100.03,5.118m,"1,193.562m",
2647,18+100.03,7.311m,"1,193.544m",
2648,18+100.11,8.974m,"1,193.545m",
2649,18+099.85,10.760m,"1,193.521m",
2650,18+099.95,12.228m,"1,193.320m",
2651,18+099.97,12.668m,"1,193.293m",
2652,18+099.83,14.072m,"1,193.354m",
2653,18+099.97,14.958m,"1,193.445m",
2654,18+079.96,-14.984m,"1,193.305m",
2655,18+079.83,-14.027m,"1,193.244m",
2656,18+080.00,-13.322m,"1,193.233m",
2657,18+079.96,-12.269m,"1,193.253m",
2658,18+079.95,-10.791m,"1,193.211m",
2659,18+080.03,-9.669m,"1,193.205m",
2660,18+080.05,-8.039m,"1,193.223m",
2661,18+080.04,-6.109m,"1,193.168m",
2662,18+080.03,-4.963m,"1,193.183m",
2663,18+079.98,-3.730m,"1,193.163m",
2664,18+080.06,-2.668m,"1,193.116m",
2665,18+079.95,-0.986m,"1,193.192m",
2666,18+080.03,0.075m,"1,193.011m",
2667,18+079.99,0.453m,"1,192.895m",
2668,18+079.98,1.098m,"1,192.936m",
2669,18+080.01,2.228m,"1,192.908m",
2670,18+079.99,3.409m,"1,192.873m",
2671,18+080.01,4.675m,"1,192.863m",
2672,18+080.01,5.885m,"1,192.852m",
2673,18+080.01,7.078m,"1,192.924m",
2674,18+080.02,7.862m,"1,193.021m",
2675,18+079.97,9.330m,"1,192.997m",
2676,18+079.99,11.492m,"1,192.742m",
2677,18+079.98,12.441m,"1,192.680m",
2678,18+079.92,14.051m,"1,192.683m",
2679,18+080.01,14.958m,"1,192.556m",
2680,18+059.81,-15.027m,"1,192.365m",
2681,18+060.02,-14.590m,"1,192.319m",
2682,18+059.97,-14.262m,"1,192.272m",
2683,18+060.04,-13.866m,"1,192.358m",
2684,18+060.05,-13.201m,"1,192.439m",
2685,18+060.04,-11.602m,"1,192.501m",
2686,18+059.97,-9.103m,"1,192.478m",
2687,18+060.02,-6.716m,"1,192.387m",
2688,18+059.97,-4.970m,"1,192.468m",
2689,18+059.85,-4.133m,"1,192.441m",
2690,18+060.00,-3.067m,"1,192.387m",
2691,18+060.02,-2.583m,"1,192.314m",
2692,18+059.99,-2.042m,"1,192.200m",
2693,18+059.92,-1.413m,"1,192.166m",
2694,18+060.06,-0.861m,"1,192.202m",
2695,18+060.01,-0.020m,"1,192.243m",
2696,18+060.02,1.098m,"1,192.293m",
2697,18+060.04,1.823m,"1,192.246m",
2698,18+060.01,2.696m,"1,192.162m",
2699,18+059.94,3.778m,"1,192.186m",
2700,18+059.97,5.107m,"1,192.251m",
2701,18+059.99,5.832m,"1,192.184m",
2702,18+059.98,6.345m,"1,192.147m",
2703,18+059.98,6.858m,"1,192.202m",
2704,18+059.95,7.398m,"1,192.234m",
2705,18+059.99,8.487m,"1,192.247m",
2706,18+059.99,9.513m,"1,192.254m",
2707,18+059.99,11.323m,"1,192.165m",
2708,18+060.04,12.413m,"1,192.104m",
2709,18+059.98,13.374m,"1,191.987m",
2710,18+059.98,14.219m,"1,192.014m",
2711,18+059.95,14.759m,"1,191.990m",
2712,18+040.03,-15.056m,"1,191.596m",
2713,18+039.96,-14.728m,"1,191.543m",
2714,18+039.99,-13.991m,"1,191.559m",
2715,18+039.97,-13.707m,"1,191.619m",
2716,18+039.96,-13.209m,"1,191.659m",
2717,18+040.03,-11.045m,"1,191.543m",
2718,18+040.06,-9.595m,"1,191.442m",
2719,18+039.97,-9.031m,"1,191.357m",
2720,18+039.99,-8.602m,"1,191.316m",
2721,18+039.97,-7.963m,"1,191.392m",
2722,18+039.90,-6.828m,"1,191.416m",
2723,18+040.04,-5.347m,"1,191.533m",
2724,18+040.08,-3.018m,"1,191.595m",
2725,18+040.09,-1.783m,"1,191.671m",
2726,18+039.91,-0.868m,"1,191.536m",
2727,18+039.95,-0.011m,"1,191.489m",
2728,18+039.95,0.748m,"1,191.460m",
2729,18+039.90,1.504m,"1,191.466m",
2730,18+039.90,1.813m,"1,191.488m",
2731,18+039.98,2.056m,"1,191.494m",
2732,18+039.98,2.459m,"1,191.491m",
2733,18+039.97,3.670m,"1,191.466m",
2734,18+040.05,4.624m,"1,191.462m",
2735,18+040.13,5.674m,"1,191.465m",
2736,18+040.13,7.501m,"1,191.421m",
2737,18+040.03,8.967m,"1,191.457m",
2738,18+040.10,10.158m,"1,191.339m",
2739,18+040.08,11.557m,"1,191.269m",
2740,18+039.97,12.404m,"1,191.246m",
2741,18+039.93,14.087m,"1,191.065m",
2742,18+039.94,15.014m,"1,191.106m",
2743,18+019.95,-15.046m,"1,190.632m",
2744,18+019.92,-14.217m,"1,190.704m",
2745,18+019.96,-13.763m,"1,190.656m",
2746,18+020.09,-13.114m,"1,190.603m",
2747,18+019.97,-12.742m,"1,190.610m",
2748,18+020.00,-12.099m,"1,190.775m",
2749,18+020.02,-10.603m,"1,190.749m",
2750,18+020.03,-9.273m,"1,190.811m",
2751,18+020.07,-7.798m,"1,190.683m",
2752,18+020.02,-6.329m,"1,190.703m",
2753,18+020.00,-5.191m,"1,190.719m",
2754,18+020.03,-3.884m,"1,190.703m",
2755,18+020.01,-2.935m,"1,190.612m",
2756,18+020.00,-1.630m,"1,190.573m",
2757,18+020.10,-1.006m,"1,190.495m",
2758,18+019.99,-0.729m,"1,190.455m",
2759,18+019.99,-0.608m,"1,190.420m",
2760,18+020.00,-0.465m,"1,190.412m",
2761,18+020.00,0.003m,"1,190.412m",
2762,18+019.99,0.219m,"1,190.423m",
2763,18+020.00,0.467m,"1,190.421m",
2764,18+019.99,0.672m,"1,190.464m",
2765,18+020.01,0.942m,"1,190.501m",
2766,18+020.00,1.244m,"1,190.541m",
2767,18+020.00,1.505m,"1,190.596m",
2768,18+020.00,2.085m,"1,190.601m",
2769,18+020.00,2.862m,"1,190.628m",
2770,18+019.97,3.993m,"1,190.612m",
2771,18+020.00,5.025m,"1,190.543m",
2772,18+020.00,5.909m,"1,190.505m",
2773,18+019.99,7.413m,"1,190.453m",
2774,18+019.98,8.066m,"1,190.468m",
2775,18+020.01,8.383m,"1,190.459m",
2776,18+020.01,9.110m,"1,190.447m",
2777,18+019.98,9.873m,"1,190.461m",
2778,18+020.02,11.110m,"1,190.481m",
2779,18+019.98,12.327m,"1,190.410m",
2780,18+020.03,14.961m,"1,190.493m",
2781,17+999.99,-14.966m,"1,190.182m",
2782,18+000.00,-14.301m,"1,190.151m",
2783,18+000.04,-13.031m,"1,190.096m",
2784,18+000.01,-10.681m,"1,190.076m",
2785,17+999.99,-9.535m,"1,190.023m",
2786,17+999.99,-8.630m,"1,189.941m",
2787,18+000.06,-7.721m,"1,189.772m",
2788,18+000.04,-6.515m,"1,189.761m",
2789,18+000.11,-5.847m,"1,189.790m",
2790,18+000.06,-5.518m,"1,189.849m",
2791,17+999.97,-4.528m,"1,189.862m",
2792,17+999.90,-3.899m,"1,189.834m",
2793,17+999.89,-2.481m,"1,189.808m",
2794,18+000.04,-1.477m,"1,189.690m",
2795,17+999.95,-0.034m,"1,189.752m",
2796,17+999.99,1.627m,"1,189.751m",
2797,17+999.87,2.977m,"1,189.693m",
2798,17+999.95,4.039m,"1,189.688m",
2799,17+999.93,5.244m,"1,189.693m",
2800,18+000.02,5.732m,"1,189.649m",
2801,17+999.94,6.089m,"1,189.524m",
2802,18+000.01,6.818m,"1,189.504m",
2803,18+000.00,7.511m,"1,189.506m",
2804,18+000.09,7.879m,"1,189.609m",
2805,18+000.00,9.322m,"1,189.675m",
2806,18+000.01,10.046m,"1,189.671m",
2807,17+999.96,11.220m,"1,189.674m",
2808,17+999.89,12.301m,"1,189.650m",
2809,18+000.05,14.031m,"1,189.681m",
2810,17+999.97,14.781m,"1,189.645m",
2811,17+980.00,-14.975m,"1,189.394m",
2812,17+980.07,-13.734m,"1,189.356m",
2813,17+980.05,-12.528m,"1,189.242m",
2814,17+979.94,-11.691m,"1,189.160m",
2815,17+980.02,-11.022m,"1,189.124m",
2816,17+979.96,-10.573m,"1,189.077m",
2817,17+980.00,-10.269m,"1,189.075m",
2818,17+979.91,-9.852m,"1,189.086m",
2819,17+980.02,-9.272m,"1,189.119m",
2820,17+980.02,-7.914m,"1,189.174m",
2821,17+980.04,-6.345m,"1,189.088m",
2822,17+980.04,-5.439m,"1,189.036m",
2823,17+980.20,-4.674m,"1,189.089m",
2824,17+979.90,-3.729m,"1,189.051m",
2825,17+979.97,-2.880m,"1,189.075m",
2826,17+979.99,-1.823m,"1,189.138m",
2827,17+979.85,-1.137m,"1,189.088m",
2828,17+979.90,-0.501m,"1,188.957m",
2829,17+980.04,0.112m,"1,188.901m",
2830,17+979.94,0.769m,"1,188.910m",
2831,17+979.98,1.586m,"1,188.937m",
2832,17+979.95,2.007m,"1,188.988m",
2833,17+979.93,2.819m,"1,189.058m",
2834,17+980.00,4.846m,"1,189.018m",
2835,17+980.03,6.356m,"1,189.001m",
2836,17+980.05,7.353m,"1,189.004m",
2837,17+980.10,8.955m,"1,188.872m",
2838,17+980.00,10.458m,"1,188.875m",
2839,17+980.00,11.422m,"1,188.911m",
2840,17+979.97,13.261m,"1,188.866m",
2841,17+979.98,14.891m,"1,188.700m",
2842,17+959.99,-14.913m,"1,188.583m",
2843,17+960.00,-14.128m,"1,188.494m",
2844,17+959.91,-13.711m,"1,188.456m",
2845,17+960.06,-12.706m,"1,188.470m",
2846,17+960.04,-12.013m,"1,188.348m",
2847,17+960.04,-11.440m,"1,188.250m",
2848,17+960.10,-10.531m,"1,188.407m",
2849,17+960.00,-9.934m,"1,188.400m",
2850,17+960.05,-8.452m,"1,188.338m",
2851,17+959.91,-7.587m,"1,188.311m",
2852,17+959.91,-6.742m,"1,188.299m",
2853,17+959.96,-6.105m,"1,188.323m",
2854,17+959.99,-5.621m,"1,188.305m",
2855,17+960.02,-5.196m,"1,188.287m",
2856,17+960.01,-4.563m,"1,188.282m",
2857,17+960.12,-3.017m,"1,188.284m",
2858,17+959.90,-2.036m,"1,188.275m",
2859,17+959.82,-1.227m,"1,188.268m",
2860,17+960.01,-0.430m,"1,188.262m",
2861,17+960.01,0.023m,"1,188.258m",
2862,17+960.05,0.899m,"1,188.104m",
2863,17+959.96,1.196m,"1,188.086m",
2864,17+960.00,1.561m,"1,188.094m",
2865,17+959.93,2.130m,"1,188.048m",
2866,17+959.93,2.702m,"1,188.145m",
2867,17+959.87,3.151m,"1,188.210m",
2868,17+959.93,4.000m,"1,188.152m",
2869,17+959.99,4.969m,"1,188.085m",
2870,17+959.96,5.963m,"1,188.184m",
2871,17+960.00,7.052m,"1,188.201m",
2872,17+959.93,8.586m,"1,188.188m",
2873,17+959.98,10.248m,"1,188.115m",
2874,17+959.89,11.510m,"1,188.075m",
2875,17+959.93,13.232m,"1,187.972m",
2876,17+959.92,14.317m,"1,187.994m",
2877,17+949.57,-16.933m,"1,188.089m",
2878,17+949.80,-16.267m,"1,188.085m",
2879,17+949.71,-15.468m,"1,188.092m",
2880,17+949.66,-14.781m,"1,188.049m",
2881,17+949.59,-14.287m,"1,187.904m",
2882,17+949.58,-14.210m,"1,187.917m",
2883,17+949.55,-13.024m,"1,188.141m",
2884,17+949.69,-12.286m,"1,188.127m",
2885,17+949.55,-10.800m,"1,188.112m",
2886,17+949.62,-9.415m,"1,188.135m",
2887,17+949.59,-7.883m,"1,188.187m",
2888,17+949.69,-6.957m,"1,188.064m",
2889,17+949.62,-5.888m,"1,188.028m",
2890,17+949.94,-4.946m,"1,187.904m",
2891,17+949.61,-5.147m,"1,187.908m",
2892,17+949.59,-4.575m,"1,187.877m",
2893,17+949.64,-4.107m,"1,187.881m",
2894,17+949.60,-3.737m,"1,187.877m",
2895,17+949.63,-3.385m,"1,187.862m",
2896,17+949.62,-2.798m,"1,187.840m",
2897,17+949.60,-2.470m,"1,187.852m",
2898,17+949.63,-2.189m,"1,187.852m",
2899,17+949.63,-1.895m,"1,187.809m",
2900,17+949.70,-1.455m,"1,187.762m",
2901,17+949.69,-1.125m,"1,187.738m",
2902,17+949.64,-0.857m,"1,187.736m",
2903,17+949.65,-0.598m,"1,187.733m",
2904,17+949.64,-0.342m,"1,187.731m",
2905,17+949.62,-0.006m,"1,187.744m",
2906,17+949.63,0.360m,"1,187.816m",
2907,17+949.59,0.679m,"1,187.822m",
2908,17+949.64,0.990m,"1,187.824m",
2909,17+949.64,1.283m,"1,187.806m",
2910,17+949.61,1.804m,"1,187.731m",
2911,17+949.66,2.278m,"1,187.680m",
2912,17+949.68,2.647m,"1,187.692m",
2913,17+949.65,2.924m,"1,187.675m",
2914,17+949.56,3.330m,"1,187.663m",
2915,17+949.56,3.696m,"1,187.710m",
2916,17+949.58,3.948m,"1,187.743m",
2917,17+949.64,4.202m,"1,187.760m",
2918,17+949.63,4.407m,"1,187.780m",
2919,17+949.65,4.717m,"1,187.778m",
2920,17+949.74,5.325m,"1,187.697m",
2921,17+949.65,5.598m,"1,187.639m",
2922,17+949.60,5.860m,"1,187.621m",
2923,17+949.67,6.246m,"1,187.632m",
2924,17+949.69,6.644m,"1,187.659m",
2925,17+949.67,7.349m,"1,187.729m",
2926,17+949.55,7.973m,"1,187.795m",
2927,17+949.64,10.213m,"1,187.822m",
2928,17+949.65,11.756m,"1,187.735m",
2929,17+949.54,13.116m,"1,187.706m",
2930,17+949.57,14.720m,"1,187.555m",
2931,17+949.61,15.956m,"1,187.506m",
2932,17+949.71,17.138m,"1,187.514m",
2933,17+940.02,-15.026m,"1,187.636m",
2934,17+940.00,-14.339m,"1,187.601m",
2935,17+940.09,-13.478m,"1,187.594m",
2936,17+940.05,-12.507m,"1,187.601m",
2937,17+940.00,-11.751m,"1,187.555m",
2938,17+939.96,-11.540m,"1,187.599m",
2939,17+940.02,-10.919m,"1,187.630m",
2940,17+940.06,-9.397m,"1,187.568m",
2941,17+940.00,-7.834m,"1,187.592m",
2942,17+940.00,-6.671m,"1,187.620m",
2943,17+940.05,-6.003m,"1,187.619m",
2944,17+939.97,-4.015m,"1,187.558m",
2945,17+940.03,-3.441m,"1,187.522m",
2946,17+940.03,-2.729m,"1,187.520m",
2947,17+939.99,-1.496m,"1,187.551m",
2948,17+940.02,-0.759m,"1,187.533m",
2949,17+939.96,0.044m,"1,187.497m",
2950,17+939.98,0.473m,"1,187.497m",
2951,17+940.07,1.380m,"1,187.501m",
2952,17+940.08,2.212m,"1,187.495m",
2953,17+939.96,2.679m,"1,187.469m",
2954,17+940.01,2.944m,"1,187.541m",
2955,17+940.00,3.536m,"1,187.513m",
2956,17+939.99,3.987m,"1,187.527m",
2957,17+940.06,4.418m,"1,187.350m",
2958,17+940.05,4.607m,"1,187.237m",
2959,17+940.02,4.938m,"1,187.191m",
2960,17+940.02,5.436m,"1,187.158m",
2961,17+939.92,5.739m,"1,187.169m",
2962,17+939.90,6.070m,"1,187.196m",
2963,17+940.04,6.435m,"1,187.238m",
2964,17+940.07,6.769m,"1,187.220m",
2965,17+940.03,6.980m,"1,187.190m",
2966,17+939.90,7.494m,"1,187.155m",
2967,17+939.98,7.784m,"1,187.153m",
2968,17+940.07,8.288m,"1,187.179m",
2969,17+939.94,8.755m,"1,187.190m",
2970,17+940.00,9.375m,"1,187.273m",
2971,17+940.09,10.141m,"1,187.355m",
2972,17+940.02,10.872m,"1,187.376m",
