Icon,Name,Latitude,Longitude,Ell.Height (m),Code,Solution Type,PP Correction Status,Control,Note,Photo Notes,Layer,Source,Std Dev n (m),Std Dev e (m),Std Dev u (m),Std Dev Hz (m),Color,Point Symbol,Antenna Type,Antenna Height (m),Ant Height Method,Start Time,Stop Time,Duration,GPS Satellites,GLONASS Satellites,PDOP,HDOP,VDOP,Geoid Separation (m),Weighted residual n (m),Weighted residual e (m),Weighted residual u (m)
 ,20240707135042 2024-07-07 2:08:56.482092400 PM,31.11441651,53.20739821,1659.85,USER,Fixed,Corrected,None,403, ,BYCODE(0), ,0.015,0.014,0.016,0.02,         BYLAYER,  BYCODE, ,0,Vertical,7/7/2024 14:08, , , , ,2.271,0.705,2.158, , , , 
 ,20240708063102 2024-07-08 6:37:42.464925500 AM,31.11506232,53.20831583,1654.258,USER,Fixed,Corrected,None,29, ,BYCODE(0), ,0.014,0.01,0.012,0.017,         BYLAYER,  BYCODE, ,0,Vertical,7/8/2024 6:37, , , , ,1.428,0.662,1.265, , , , 
 ,20240707114837 2024-07-07 12:09:22.645581000 PM,31.1101103,53.1757234,1675.466,USER,Fixed,Corrected,None,410, ,BYCODE(0), ,0.013,0.01,0.011,0.016,         BYLAYER,  BYCODE, ,0,Vertical,7/7/2024 12:09, , , , ,1.769,0.772,1.592, , , , 
 ,20240708063102 2024-07-08 6:42:04.484002800 AM,31.11610702,53.20925572,1652.003,USER,Fixed,Corrected,None,147, ,BYCODE(0), ,0.013,0.01,0.012,0.017,         BYLAYER,  BYCODE, ,0,Vertical,7/8/2024 6:42, , , , ,1.576,0.697,1.414, , , , 
 ,20240708063102 2024-07-08 6:46:49.915889700 AM,31.1163879,53.21386015,1652.293,USER,Fixed,Corrected,None,277, ,BYCODE(0), ,0.013,0.01,0.012,0.017,         BYLAYER,  BYCODE, ,0,Vertical,7/8/2024 6:46, , , , ,2.008,0.764,1.856, , , , 
 ,20240707135042 2024-07-07 2:05:12.131654500 PM,31.1148828,53.20120053,1659.678,USER,Fixed,Corrected,None,299, ,BYCODE(0), ,0.014,0.013,0.015,0.019,         BYLAYER,  BYCODE, ,0,Vertical,7/7/2024 14:05, , , , ,2.245,0.705,2.131, , , , 
 ,20240707131547 2024-07-07 1:33:32.608546500 PM,31.11366429,53.18955067,1665.782,USER,Fixed,Corrected,None,381, ,BYCODE(0), ,0.015,0.012,0.014,0.019,         BYLAYER,  BYCODE, ,0,Vertical,7/7/2024 13:33, , , , ,1.41,0.634,1.26, , , , 
 ,20240707125052 2024-07-07 1:01:26.363728300 PM,31.11119566,53.17645349,1668.732,USER,Fixed,Corrected,None,176, ,BYCODE(0), ,0.014,0.009,0.012,0.016,         BYLAYER,  BYCODE, ,0,Vertical,7/7/2024 13:01, , , , ,1.389,0.689,1.206, , , , 
 ,20240707131547 2024-07-07 1:22:35.945338000 PM,31.11191252,53.18336962,1664.657,USER,Fixed,Corrected,None,93, ,BYCODE(0), ,0.015,0.01,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical,7/7/2024 13:22, , , , ,1.391,0.656,1.226, , , , 
 ,20240707135042 2024-07-07 1:55:44.086518300 PM,31.11301321,53.19619169,1659.66,USER,Fixed,Corrected,None,46, ,BYCODE(0), ,0.014,0.013,0.015,0.019,         BYLAYER,  BYCODE, ,0,Vertical,7/7/2024 13:55, , , , ,1.738,0.687,1.597, , , , 
 ,20240707125052 2024-07-07 1:06:28.367797600 PM,31.11109684,53.18322122,1667.478,USER,Fixed,Corrected,None,307, ,BYCODE(0), ,0.014,0.01,0.012,0.017,         BYLAYER,  BYCODE, ,0,Vertical,7/7/2024 13:06, , , , ,1.379,0.687,1.196, , , , 
 ,20240707131547 2024-07-07 1:29:16.872399800 PM,31.11206047,53.19081336,1666.14,USER,Fixed,Corrected,None,268, ,BYCODE(0), ,0.015,0.011,0.014,0.019,         BYLAYER,  BYCODE, ,0,Vertical,7/7/2024 13:29, , , , ,1.478,0.67,1.318, , , , 
 ,20240707125052 2024-07-07 12:59:44.759344100 PM,31.10937857,53.18170046,1669.69,USER,Fixed,Corrected,None,130, ,BYCODE(0), ,0.014,0.009,0.012,0.017,         BYLAYER,  BYCODE, ,0,Vertical,7/7/2024 12:59, , , , ,1.382,0.688,1.199, , , , 
 ,20240707131547 2024-07-07 1:24:04.401855500 PM,31.11118266,53.18771049,1666.135,USER,Fixed,Corrected,None,132, ,BYCODE(0), ,0.015,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical,7/7/2024 13:24, , , , ,1.395,0.656,1.231, , , , 
 ,20240708063102 2024-07-08 6:37:44.460357200 AM,31.11501867,53.20852078,1654.308,USER,Fixed,Corrected,None,30, ,BYCODE(0), ,0.014,0.01,0.012,0.017,         BYLAYER,  BYCODE, ,0,Vertical,7/8/2024 6:37, , , , ,1.428,0.662,1.265, , , , 
 ,20240708063102 2024-07-08 6:46:51.920030800 AM,31.11634411,53.21406489,1652.467,USER,Fixed,Corrected,None,278, ,BYCODE(0), ,0.013,0.01,0.012,0.017,         BYLAYER,  BYCODE, ,0,Vertical,7/8/2024 6:46, , , , ,2.008,0.764,1.857, , , , 
 ,20240708063102 2024-07-08 6:42:06.475164200 AM,31.11614951,53.20905288,1651.988,USER,Fixed,Corrected,None,148, ,BYCODE(0), ,0.014,0.01,0.012,0.017,         BYLAYER,  BYCODE, ,0,Vertical,7/8/2024 6:42, , , , ,1.577,0.697,1.414, , , , 
 ,20240707135042 2024-07-07 2:08:58.469624300 PM,31.11437375,53.20760093,1659.774,USER,Fixed,Corrected,None,404, ,BYCODE(0), ,0.015,0.014,0.016,0.02,         BYLAYER,  BYCODE, ,0,Vertical,7/7/2024 14:08, , , , ,2.271,0.705,2.159, , , , 
 ,20240707135042 2024-07-07 2:01:47.836524000 PM,31.11491818,53.19703457,1658.609,USER,Fixed,Corrected,None,205, ,BYCODE(0), ,0.014,0.013,0.015,0.019,         BYLAYER,  BYCODE, ,0,Vertical,7/7/2024 14:01, , , , ,1.827,0.669,1.7, , , , 
 ,20240707125052 2024-07-07 12:56:26.031741100 PM,31.10902662,53.18030776,1668.303,USER,Fixed,Corrected,None,39, ,BYCODE(0), ,0.014,0.009,0.012,0.017,         BYLAYER,  BYCODE, ,0,Vertical,7/7/2024 12:56, , , , ,1.367,0.688,1.182, , , , 
 ,20240707135042 2024-07-07 2:05:14.120652900 PM,31.1148403,53.20140421,1659.769,USER,Fixed,Corrected,None,300, ,BYCODE(0), ,0.014,0.013,0.015,0.019,         BYLAYER,  BYCODE, ,0,Vertical,7/7/2024 14:05, , , , ,2.245,0.705,2.132, , , , 
 ,20240707125052 2024-07-07 12:58:50.754352100 PM,31.11081601,53.1762801,1669.364,USER,Fixed,Corrected,None,103, ,BYCODE(0), ,0.014,0.009,0.012,0.016,         BYLAYER,  BYCODE, ,0,Vertical,7/7/2024 12:58, , , , ,1.378,0.688,1.194, , , , 
 ,20240707131547 2024-07-07 1:31:20.866445100 PM,31.11334825,53.18915747,1665.501,USER,Fixed,Corrected,None,320, ,BYCODE(0), ,0.015,0.011,0.014,0.019,         BYLAYER,  BYCODE, ,0,Vertical,7/7/2024 13:31, , , , ,1.485,0.669,1.326, , , , 
 ,20240707131547 2024-07-07 1:27:24.956830700 PM,31.11172331,53.19046678,1665.261,USER,Fixed,Corrected,None,217, ,BYCODE(0), ,0.015,0.011,0.014,0.019,         BYLAYER,  BYCODE, ,0,Vertical,7/7/2024 13:27, , , , ,1.499,0.672,1.34, , , , 
 ,20240707131547 2024-07-07 1:21:15.693469500 PM,31.11106687,53.18495346,1666.509,USER,Fixed,Corrected,None,58, ,BYCODE(0), ,0.015,0.01,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical,7/7/2024 13:21, , , , ,1.409,0.656,1.247, , , , 
 ,20240707125052 2024-07-07 12:59:16.751706100 PM,31.11012409,53.17888958,1669.613,USER,Fixed,Corrected,None,116, ,BYCODE(0), ,0.014,0.009,0.012,0.017,         BYLAYER,  BYCODE, ,0,Vertical,7/7/2024 12:59, , , , ,1.38,0.688,1.196, , , , 
 ,20240708063102 2024-07-08 6:46:53.942959500 AM,31.11630072,53.21426995,1652.511,USER,Fixed,Corrected,None,279, ,BYCODE(0), ,0.013,0.01,0.012,0.017,         BYLAYER,  BYCODE, ,0,Vertical,7/8/2024 6:46, , , , ,2.008,0.764,1.857, , , , 
 ,20240707135042 2024-07-07 1:55:46.075617300 PM,31.11305652,53.19598828,1659.603,USER,Fixed,Corrected,None,47, ,BYCODE(0), ,0.014,0.013,0.015,0.019,         BYLAYER,  BYCODE, ,0,Vertical,7/7/2024 13:55, , , , ,1.738,0.687,1.597, , , , 
 ,20240708063102 2024-07-08 6:42:08.466381300 AM,31.11619225,53.20884994,1651.966,USER,Fixed,Corrected,None,149, ,BYCODE(0), ,0.014,0.01,0.012,0.017,         BYLAYER,  BYCODE, ,0,Vertical,7/8/2024 6:42, , , , ,1.577,0.698,1.414, , , , 
 ,20240708063102 2024-07-08 6:37:46.447534100 AM,31.11497548,53.20872394,1654.383,USER,Fixed,Corrected,None,31, ,BYCODE(0), ,0.014,0.01,0.012,0.017,         BYLAYER,  BYCODE, ,0,Vertical,7/8/2024 6:37, , , , ,1.428,0.662,1.265, , , , 
 ,20240707135042 2024-07-07 1:58:40.494311600 PM,31.11460011,53.19458353,1658.869,USER,Fixed,Corrected,None,120, ,BYCODE(0), ,0.014,0.012,0.015,0.019,         BYLAYER,  BYCODE, ,0,Vertical,7/7/2024 13:58, , , , ,1.722,0.665,1.588, , , , 
 ,20240707125052 2024-07-07 1:00:50.370697300 PM,31.11023638,53.18006854,1668.161,USER,Fixed,Corrected,None,158, ,BYCODE(0), ,0.014,0.009,0.012,0.017,         BYLAYER,  BYCODE, ,0,Vertical,7/7/2024 13:00, , , , ,1.387,0.689,1.204, , , , 
 ,20240707131547 2024-07-07 1:36:01.087310800 PM,31.11417219,53.19243406,1666.096,USER,Fixed,Corrected,None,442, ,BYCODE(0), ,0.015,0.012,0.014,0.019,         BYLAYER,  BYCODE, ,0,Vertical,7/7/2024 13:36, , , , ,1.425,0.634,1.276, , , , 
 ,20240707135042 2024-07-07 2:09:00.931976600 PM,31.11433577,53.20779575,1659.888,USER,Fixed,Corrected,None,405, ,BYCODE(0), ,0.015,0.014,0.016,0.02,         BYLAYER,  BYCODE, ,0,Vertical,7/7/2024 14:09, , , , ,2.271,0.705,2.159, , , , 
 ,20240707135042 2024-07-07 2:01:49.823759600 PM,31.11487611,53.19723683,1659.072,USER,Fixed,Corrected,None,206, ,BYCODE(0), ,0.014,0.013,0.015,0.019,         BYLAYER,  BYCODE, ,0,Vertical,7/7/2024 14:01, , , , ,1.826,0.669,1.7, , , , 
 ,20240707135042 2024-07-07 2:05:16.109866400 PM,31.11479785,53.20160737,1659.842,USER,Fixed,Corrected,None,301, ,BYCODE(0), ,0.014,0.013,0.015,0.02,         BYLAYER,  BYCODE, ,0,Vertical,7/7/2024 14:05, , , , ,2.246,0.705,2.132, , , , 
 ,20240707125052 2024-07-07 1:02:07.869710200 PM,31.11115175,53.17822791,1669.005,USER,Fixed,Corrected,None,192, ,BYCODE(0), ,0.014,0.009,0.012,0.017,         BYLAYER,  BYCODE, ,0,Vertical,7/7/2024 13:02, , , , ,1.391,0.689,1.209, , , , 
 ,20240708063102 2024-07-08 6:46:55.936658900 AM,31.11625836,53.21447366,1652.523,USER,Fixed,Corrected,None,280, ,BYCODE(0), ,0.013,0.01,0.012,0.017,         BYLAYER,  BYCODE, ,0,Vertical,7/8/2024 6:46, , , , ,2.008,0.764,1.857, , , , 
 ,20240707131547 2024-07-07 1:20:01.646738300 PM,31.11173921,53.180822,1665.476,USER,Fixed,Corrected,None,26, ,BYCODE(0), ,0.015,0.01,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical,7/7/2024 13:20, , , , ,1.547,0.723,1.368, , , , 
 ,20240707131547 2024-07-07 1:29:18.868240400 PM,31.11200809,53.19101283,1666.024,USER,Fixed,Corrected,None,269, ,BYCODE(0), ,0.015,0.011,0.014,0.019,         BYLAYER,  BYCODE, ,0,Vertical,7/7/2024 13:29, , , , ,1.479,0.67,1.318, , , , 
 ,20240708063102 2024-07-08 6:42:10.470358600 AM,31.11623535,53.208646,1651.918,USER,Fixed,Corrected,None,150, ,BYCODE(0), ,0.014,0.01,0.012,0.017,         BYLAYER,  BYCODE, ,0,Vertical,7/8/2024 6:42, , , , ,1.577,0.698,1.414, , , , 
 ,20240707125052 2024-07-07 1:04:31.591878400 PM,31.11173003,53.17801177,1667.886,USER,Fixed,Corrected,None,256, ,BYCODE(0), ,0.014,0.01,0.012,0.017,         BYLAYER,  BYCODE, ,0,Vertical,7/7/2024 13:04, , , , ,1.374,0.688,1.19, , , , 
 ,20240708063102 2024-07-08 6:37:48.482579000 AM,31.11493136,53.20893196,1654.451,USER,Fixed,Corrected,None,32, ,BYCODE(0), ,0.014,0.01,0.012,0.017,         BYLAYER,  BYCODE, ,0,Vertical,7/8/2024 6:37, , , , ,1.428,0.662,1.265, , , , 
 ,20240707131547 2024-07-07 1:25:42.178224100 PM,31.11272425,53.18388262,1664.938,USER,Fixed,Corrected,None,173, ,BYCODE(0), ,0.014,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical,7/7/2024 13:25, , , , ,1.492,0.672,1.332, , , , 
 ,20240707131547 2024-07-07 1:22:37.951299200 PM,31.11196553,53.18316744,1664.722,USER,Fixed,Corrected,None,94, ,BYCODE(0), ,0.015,0.01,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical,7/7/2024 13:22, , , , ,1.391,0.656,1.226, , , , 
 ,20240707131547 2024-07-07 1:31:22.857794000 PM,31.1132957,53.18935593,1665.646,USER,Fixed,Corrected,None,321, ,BYCODE(0), ,0.015,0.011,0.014,0.019,         BYLAYER,  BYCODE, ,0,Vertical,7/7/2024 13:31, , , , ,1.486,0.669,1.326, , , , 
 ,20240707131547 2024-07-07 1:24:06.388752700 PM,31.11113001,53.18791049,1666.283,USER,Fixed,Corrected,None,133, ,BYCODE(0), ,0.015,0.011,0.014,0.019,         BYLAYER,  BYCODE, ,0,Vertical,7/7/2024 13:24, , , , ,1.418,0.657,1.257, , , , 
 ,20240707135042 2024-07-07 1:58:42.518850300 PM,31.11455604,53.19479218,1658.9,USER,Fixed,Corrected,None,121, ,BYCODE(0), ,0.014,0.012,0.015,0.019,         BYLAYER,  BYCODE, ,0,Vertical,7/7/2024 13:58, , , , ,1.722,0.665,1.588, , , , 
 ,20240708063102 2024-07-08 6:46:57.924240100 AM,31.11621547,53.21467633,1652.601,USER,Fixed,Corrected,None,281, ,BYCODE(0), ,0.013,0.01,0.012,0.017,         BYLAYER,  BYCODE, ,0,Vertical,7/8/2024 6:46, , , , ,2.008,0.764,1.857, , , , 
 ,20240707135042 2024-07-07 1:55:48.098253000 PM,31.1130991,53.19578229,1659.607,USER,Fixed,Corrected,None,48, ,BYCODE(0), ,0.014,0.012,0.015,0.019,         BYLAYER,  BYCODE, ,0,Vertical,7/7/2024 13:55, , , , ,1.738,0.687,1.597, , , , 
 ,20240707135042 2024-07-07 2:05:18.111536500 PM,31.11475545,53.20181023,1659.738,USER,Fixed,Corrected,None,302, ,BYCODE(0), ,0.014,0.013,0.015,0.02,         BYLAYER,  BYCODE, ,0,Vertical,7/7/2024 14:05, , , , ,2.246,0.705,2.133, , , , 
 ,20240707135042 2024-07-07 2:01:51.823139700 PM,31.11483306,53.19743986,1659.434,USER,Fixed,Corrected,None,207, ,BYCODE(0), ,0.014,0.013,0.015,0.019,         BYLAYER,  BYCODE, ,0,Vertical,7/7/2024 14:01, , , , ,2.011,0.687,1.89, , , , 
 ,20240708063102 2024-07-08 6:42:12.496940100 AM,31.11627876,53.20843933,1651.865,USER,Fixed,Corrected,None,151, ,BYCODE(0), ,0.014,0.01,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical,7/8/2024 6:42, , , , ,1.577,0.698,1.415, , , , 
 ,20240707125052 2024-07-07 12:57:44.003522900 PM,31.11018996,53.1770437,1668.625,USER,Fixed,Corrected,None,75, ,BYCODE(0), ,0.014,0.009,0.012,0.016,         BYLAYER,  BYCODE, ,0,Vertical,7/7/2024 12:57, , , , ,1.373,0.688,1.189, , , , 
 ,20240707131547 2024-07-07 1:27:26.985764000 PM,31.11177701,53.19026394,1665.413,USER,Fixed,Corrected,None,218, ,BYCODE(0), ,0.015,0.011,0.014,0.019,         BYLAYER,  BYCODE, ,0,Vertical,7/7/2024 13:27, , , , ,1.471,0.67,1.31, , , , 
 ,20240708063102 2024-07-08 6:37:50.478092000 AM,31.11488844,53.20913511,1654.512,USER,Fixed,Corrected,None,33, ,BYCODE(0), ,0.014,0.01,0.012,0.017,         BYLAYER,  BYCODE, ,0,Vertical,7/8/2024 6:37, , , , ,1.428,0.662,1.265, , , , 
 ,20240707125052 2024-07-07 1:05:28.260111300 PM,31.11067828,53.1831924,1669.028,USER,Fixed,Corrected,None,282, ,BYCODE(0), ,0.014,0.01,0.012,0.017,         BYLAYER,  BYCODE, ,0,Vertical,7/7/2024 13:05, , , , ,1.377,0.687,1.193, , , , 
 ,20240707125052 2024-07-07 1:02:51.875285100 PM,31.1099772,53.18264269,1670.14,USER,Fixed,Corrected,None,214, ,BYCODE(0), ,0.014,0.01,0.012,0.017,         BYLAYER,  BYCODE, ,0,Vertical,7/7/2024 13:02, , , , ,1.394,0.688,1.212, , , , 
 ,20240707135042 2024-07-07 2:09:04.433543700 PM,31.1143295,53.2078199,1659.569,USER,Fixed,Corrected,None,406, ,BYCODE(0), ,0.015,0.014,0.016,0.02,         BYLAYER,  BYCODE, ,0,Vertical,7/7/2024 14:09, , , , ,2.271,0.705,2.159, , , , 
 ,20240708063102 2024-07-08 6:46:59.924443000 AM,31.11617255,53.21488094,1652.625,USER,Fixed,Corrected,None,282, ,BYCODE(0), ,0.013,0.01,0.012,0.017,         BYLAYER,  BYCODE, ,0,Vertical,7/8/2024 6:46:60 AM, , , , ,2.009,0.765,1.857, , , , 
 ,20240707125052 2024-07-07 1:06:30.363598600 PM,31.11114885,53.18302078,1667.464,USER,Fixed,Corrected,None,308, ,BYCODE(0), ,0.014,0.01,0.012,0.017,         BYLAYER,  BYCODE, ,0,Vertical,7/7/2024 13:06, , , , ,1.491,0.725,1.303, , , , 
 ,20240707131547 2024-07-07 1:33:37.800346100 PM,31.11367806,53.18951209,1665.743,USER,Fixed,Corrected,None,382, ,BYCODE(0), ,0.015,0.012,0.014,0.019,         BYLAYER,  BYCODE, ,0,Vertical,7/7/2024 13:33, , , , ,1.41,0.634,1.26, , , , 
 ,20240707125052 2024-07-07 1:03:40.039642600 PM,31.11054794,53.18208736,1667.936,USER,Fixed,Corrected,None,233, ,BYCODE(0), ,0.014,0.01,0.012,0.017,         BYLAYER,  BYCODE, ,0,Vertical,7/7/2024 13:03, , , , ,1.396,0.688,1.215, , , , 
 ,20240707131547 2024-07-07 1:29:20.859873300 PM,31.11195519,53.19121313,1665.958,USER,Fixed,Corrected,None,270, ,BYCODE(0), ,0.015,0.011,0.014,0.019,         BYLAYER,  BYCODE, ,0,Vertical,7/7/2024 13:29, , , , ,1.479,0.67,1.318, , , , 
 ,20240708063102 2024-07-08 6:42:14.488220500 AM,31.11632158,53.20823626,1651.798,USER,Fixed,Corrected,None,152, ,BYCODE(0), ,0.014,0.01,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical,7/8/2024 6:42, , , , ,1.578,0.698,1.415, , , , 
 ,20240707131547 2024-07-07 1:21:17.690930800 PM,31.11101327,53.18515401,1666.511,USER,Fixed,Corrected,None,59, ,BYCODE(0), ,0.015,0.01,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical,7/7/2024 13:21, , , , ,1.386,0.655,1.221, , , , 
 ,20240707135042 2024-07-07 2:05:20.102912700 PM,31.11471292,53.2020129,1659.529,USER,Fixed,Corrected,None,303, ,BYCODE(0), ,0.014,0.013,0.015,0.02,         BYLAYER,  BYCODE, ,0,Vertical,7/7/2024 14:05, , , , ,2.247,0.705,2.133, , , , 
 ,20240707135042 2024-07-07 1:58:44.505970700 PM,31.11451386,53.19499321,1659.247,USER,Fixed,Corrected,None,122, ,BYCODE(0), ,0.014,0.012,0.015,0.019,         BYLAYER,  BYCODE, ,0,Vertical,7/7/2024 13:58, , , , ,1.722,0.665,1.588, , , , 
 ,20240708063102 2024-07-08 6:37:52.481915500 AM,31.11484515,53.20934007,1654.575,USER,Fixed,Corrected,None,34, ,BYCODE(0), ,0.014,0.01,0.012,0.017,         BYLAYER,  BYCODE, ,0,Vertical,7/8/2024 6:37, , , , ,1.428,0.662,1.265, , , , 
 ,20240707135042 2024-07-07 2:01:53.822773900 PM,31.11478967,53.19764351,1659.619,USER,Fixed,Corrected,None,208, ,BYCODE(0), ,0.014,0.013,0.015,0.019,         BYLAYER,  BYCODE, ,0,Vertical,7/7/2024 14:01, , , , ,2.011,0.687,1.89, , , , 
 ,20240708063102 2024-07-08 6:47:01.922277900 AM,31.11613002,53.21508509,1652.62,USER,Fixed,Corrected,None,283, ,BYCODE(0), ,0.013,0.01,0.012,0.017,         BYLAYER,  BYCODE, ,0,Vertical,7/8/2024 6:47, , , , ,2.009,0.765,1.858, , , , 
 ,20240707125052 2024-07-07 12:55:14.127967100 PM,31.11069896,53.17352323,1668.587,USER,Fixed,Corrected,None,5, ,BYCODE(0), ,0.014,0.009,0.012,0.016,         BYLAYER,  BYCODE, ,0,Vertical,7/7/2024 12:55, , , , ,1.361,0.687,1.175, , , , 
 ,20240707135042 2024-07-07 1:55:50.087399000 PM,31.11314107,53.19558022,1659.604,USER,Fixed,Corrected,None,49, ,BYCODE(0), ,0.014,0.012,0.015,0.019,         BYLAYER,  BYCODE, ,0,Vertical,7/7/2024 13:55, , , , ,1.738,0.687,1.597, , , , 
 ,20240707131547 2024-07-07 1:31:24.855580800 PM,31.11324292,53.18955673,1665.818,USER,Fixed,Corrected,None,322, ,BYCODE(0), ,0.015,0.011,0.014,0.019,         BYLAYER,  BYCODE, ,0,Vertical,7/7/2024 13:31, , , , ,1.486,0.669,1.326, , , , 
 ,20240707131547 2024-07-07 1:36:04.809606600 PM,31.11411385,53.19266042,1665.88,USER,Fixed,Corrected,None,443, ,BYCODE(0), ,0.015,0.012,0.014,0.019,         BYLAYER,  BYCODE, ,0,Vertical,7/7/2024 13:36, , , , ,1.425,0.634,1.276, , , , 
 ,20240707125052 2024-07-07 12:57:25.993780600 PM,31.10971101,53.178851,1668.867,USER,Fixed,Corrected,None,66, ,BYCODE(0), ,0.014,0.009,0.012,0.017,         BYLAYER,  BYCODE, ,0,Vertical,7/7/2024 12:57, , , , ,1.372,0.688,1.187, , , , 
 ,20240708063102 2024-07-08 6:42:16.475447900 AM,31.11636447,53.20803375,1651.716,USER,Fixed,Corrected,None,153, ,BYCODE(0), ,0.014,0.011,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical,7/8/2024 6:42, , , , ,1.578,0.698,1.415, , , , 
 ,20240707131547 2024-07-07 1:25:44.169466700 PM,31.11276063,53.18408911,1665.039,USER,Fixed,Corrected,None,174, ,BYCODE(0), ,0.014,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical,7/7/2024 13:25, , , , ,1.463,0.671,1.301, , , , 
 ,20240707121812 2024-07-07 12:21:08.040626300 PM,31.11151381,53.1853073,1556.02,USER,Partial,Corrected,None,5, ,BYCODE(0), ,0.015,0.011,0.014,0.019,         BYLAYER,  BYCODE, ,0,Vertical,7/7/2024 12:21, , , , ,1.374,0.704,1.18, , , , 
 ,20240707125052 2024-07-07 12:56:54.012375600 PM,31.10885826,53.18205914,1667.801,USER,Fixed,Corrected,None,50, ,BYCODE(0), ,0.014,0.009,0.012,0.017,         BYLAYER,  BYCODE, ,0,Vertical,7/7/2024 12:56, , , , ,1.369,0.688,1.184, , , , 
 ,20240707135042 2024-07-07 2:05:22.131659300 PM,31.11466961,53.20221989,1659.602,USER,Fixed,Corrected,None,304, ,BYCODE(0), ,0.014,0.013,0.015,0.02,         BYLAYER,  BYCODE, ,0,Vertical,7/7/2024 14:05, , , , ,2.247,0.705,2.133, , , , 
 ,20240708063102 2024-07-08 6:47:03.913806000 AM,31.11608779,53.21528743,1652.668,USER,Fixed,Corrected,None,284, ,BYCODE(0), ,0.013,0.01,0.012,0.017,         BYLAYER,  BYCODE, ,0,Vertical,7/8/2024 6:47, , , , ,2.009,0.765,1.858, , , , 
 ,20240708063102 2024-07-08 6:37:54.477100400 AM,31.11480281,53.20954278,1654.693,USER,Fixed,Corrected,None,35, ,BYCODE(0), ,0.014,0.01,0.012,0.017,         BYLAYER,  BYCODE, ,0,Vertical,7/8/2024 6:37, , , , ,1.428,0.663,1.265, , , , 
 ,20240707131547 2024-07-07 1:27:28.981164900 PM,31.11182996,53.19006485,1665.398,USER,Fixed,Corrected,None,219, ,BYCODE(0), ,0.015,0.011,0.014,0.019,         BYLAYER,  BYCODE, ,0,Vertical,7/7/2024 13:27, , , , ,1.471,0.67,1.31, , , , 
 ,20240707135042 2024-07-07 2:09:08.189092400 PM,31.11436817,53.20805091,1659.167,USER,Fixed,Corrected,None,407, ,BYCODE(0), ,0.015,0.014,0.016,0.02,         BYLAYER,  BYCODE, ,0,Vertical,7/7/2024 14:09, , , , ,2.271,0.705,2.159, , , , 
 ,20240707131547 2024-07-07 1:22:39.959216600 PM,31.11201952,53.18296559,1664.926,USER,Fixed,Corrected,None,95, ,BYCODE(0), ,0.015,0.01,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical,7/7/2024 13:22, , , , ,1.414,0.657,1.252, , , , 
 ,20240707135042 2024-07-07 2:01:55.843400700 PM,31.11474664,53.19784988,1659.736,USER,Fixed,Corrected,None,209, ,BYCODE(0), ,0.014,0.013,0.015,0.019,         BYLAYER,  BYCODE, ,0,Vertical,7/7/2024 14:01, , , , ,2.198,0.706,2.081, , , , 
 ,20240707135042 2024-07-07 1:58:46.497126100 PM,31.11447222,53.19519462,1659.324,USER,Fixed,Corrected,None,123, ,BYCODE(0), ,0.014,0.012,0.015,0.019,         BYLAYER,  BYCODE, ,0,Vertical,7/7/2024 13:58, , , , ,1.722,0.665,1.588, , , , 
 ,20240708063102 2024-07-08 6:42:18.464609400 AM,31.11640738,53.20783075,1651.676,USER,Fixed,Corrected,None,154, ,BYCODE(0), ,0.014,0.011,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical,7/8/2024 6:42, , , , ,1.578,0.698,1.415, , , , 
 ,20240707131547 2024-07-07 1:24:08.413210200 PM,31.11107571,53.18811358,1666.327,USER,Fixed,Corrected,None,134, ,BYCODE(0), ,0.015,0.011,0.014,0.019,         BYLAYER,  BYCODE, ,0,Vertical,7/7/2024 13:24, , , , ,1.455,0.671,1.291, , , , 
 ,20240707131547 2024-07-07 1:20:03.675464200 PM,31.11179392,53.18061925,1665.293,USER,Fixed,Corrected,None,27, ,BYCODE(0), ,0.015,0.01,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical,7/7/2024 13:20, , , , ,1.52,0.722,1.338, , , , 
 ,20240707135042 2024-07-07 1:55:52.078503100 PM,31.11318364,53.19537736,1659.651,USER,Fixed,Corrected,None,50, ,BYCODE(0), ,0.014,0.012,0.015,0.019,         BYLAYER,  BYCODE, ,0,Vertical,7/7/2024 13:55, , , , ,1.738,0.687,1.597, , , , 
 ,20240708063102 2024-07-08 6:47:05.936417600 AM,31.11604502,53.21549268,1652.556,USER,Fixed,Corrected,None,285, ,BYCODE(0), ,0.013,0.01,0.012,0.017,         BYLAYER,  BYCODE, ,0,Vertical,7/8/2024 6:47, , , , ,2.009,0.765,1.858, , , , 
